EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
607,41,1,0,1,12,3,1,1,1,2,8,0,195660,6.0,0,16,8,0,5.0,2,1,0,0,1.0,1.0,1.0,4,3
608,30,0,2,2,20,3,2,1,1,3,7,0,48100,8.0,0,18,8,0,8.0,3,4,0,3,3.0,1.0,3.0,2,3
609,40,0,1,2,9,3,3,1,1,1,4,1,45230,5.0,0,16,8,1,5.0,5,0,0,0,2.0,2.0,3.0,4,3
611,28,0,2,1,6,3,5,1,1,2,6,1,23510,1.0,0,16,8,0,6.0,4,6,3,3,4.0,1.0,3.0,3,3
612,46,0,2,1,8,4,4,1,1,3,3,1,17020,5.0,0,21,8,0,25.0,2,4,0,3,4.0,2.0,3.0,3,4
613,35,0,2,2,4,4,2,1,1,1,2,1,180410,3.0,0,20,8,1,15.0,3,7,1,7,3.0,1.0,3.0,2,4
614,24,1,2,0,28,4,0,1,1,3,4,1,28860,1.0,0,19,8,1,1.0,5,1,0,0,4.0,2.0,1.0,3,3
615,33,0,1,1,9,2,3,1,0,1,7,1,20970,1.0,0,14,8,2,10.0,5,10,0,1,2.0,3.0,2.0,2,3
616,36,0,2,1,9,2,3,1,1,2,7,0,119350,1.0,0,11,8,3,7.0,6,7,1,7,3.0,3.0,3.0,4,3
617,30,0,2,2,29,3,2,1,1,1,7,0,25460,1.0,0,14,8,1,10.0,2,10,8,9,3.0,3.0,2.0,3,3
618,44,0,2,1,3,4,3,1,1,2,6,2,25640,1.0,0,12,8,3,20.0,3,20,13,17,4.0,4.0,3.0,1,3
619,20,0,2,1,18,4,3,1,1,1,1,2,84120,1.0,0,13,8,0,2.0,2,2,2,2,3.0,4.0,3.0,2,3
620,46,0,2,2,9,1,3,1,0,1,7,0,141180,2.0,0,22,8,0,12.0,3,6,1,4,4.0,4.0,2.0,3,4
621,42,0,0,1,5,4,3,1,1,5,7,1,170460,7.0,0,11,8,0,10.0,3,4,0,3,4.0,1.0,4.0,2,3
622,60,0,2,2,2,2,1,1,1,2,7,0,25640,0.0,0,14,8,1,12.0,3,11,1,9,2.0,4.0,3.0,3,3
623,32,0,1,2,10,3,1,1,0,1,7,1,102660,1.0,0,11,8,0,2.0,3,2,2,2,3.0,2.0,3.0,3,3
624,32,0,1,1,9,3,1,1,0,2,6,2,50700,4.0,0,12,8,1,10.0,6,8,0,7,4.0,3.0,3.0,3,3
625,36,0,2,2,3,2,2,1,1,4,0,0,178610,2.0,0,18,8,0,17.0,2,7,7,7,3.0,1.0,3.0,2,3
626,33,0,2,2,26,2,2,1,1,1,6,1,42300,0.0,0,12,8,0,15.0,0,14,4,10,1.0,4.0,3.0,3,3
627,40,0,2,1,1,3,3,1,0,2,6,0,37800,7.0,0,12,8,0,7.0,2,5,1,3,2.0,2.0,4.0,1,3
628,25,0,2,1,6,2,3,1,0,1,2,2,27680,0.0,0,22,8,1,5.0,0,4,1,1,3.0,4.0,3.0,3,4
629,30,0,2,2,9,3,2,1,0,1,6,1,90710,0.0,0,19,8,1,12.0,2,11,5,7,4.0,2.0,3.0,2,3
630,42,0,1,0,8,2,3,1,1,1,7,1,106480,3.0,0,13,8,1,20.0,1,1,0,0,1.0,1.0,3.0,3,3
631,35,0,0,1,1,1,1,1,1,2,7,1,136100,4.0,0,22,8,2,16.0,4,13,4,12,3.0,4.0,2.0,2,4
632,27,0,2,1,7,3,1,1,1,3,4,1,34080,1.0,0,24,8,0,9.0,2,9,6,8,1.0,1.0,2.0,3,4
633,54,0,1,1,9,2,3,1,1,2,8,0,29830,7.0,0,14,8,1,33.0,2,5,1,4,4.0,3.0,1.0,2,3
634,44,0,2,0,4,4,1,1,1,5,2,1,76320,1.0,0,21,8,0,10.0,3,10,7,7,1.0,4.0,3.0,3,4
635,19,1,0,2,2,2,4,1,1,3,0,2,98240,1.0,0,18,8,0,1.0,2,1,0,0,1.0,2.0,4.0,3,3
636,29,0,2,1,19,4,1,1,1,1,4,0,99500,1.0,0,20,8,0,3.0,3,3,1,2,1.0,4.0,3.0,3,4
637,54,0,2,1,9,4,1,1,1,2,7,1,20930,3.0,0,19,8,0,36.0,2,10,0,9,4.0,4.0,3.0,3,3
638,31,0,2,1,21,3,1,1,1,2,2,1,99800,1.0,0,12,8,0,6.0,1,6,0,1,3.0,1.0,2.0,3,3
639,31,0,2,2,24,1,2,1,0,1,7,2,38940,1.0,0,12,8,0,10.0,3,10,1,8,3.0,1.0,3.0,4,3
640,59,0,2,1,3,4,5,1,1,1,6,2,40510,5.0,0,16,8,3,13.0,3,6,0,5,3.0,4.0,3.0,3,3
641,43,0,2,1,11,2,1,1,1,3,2,1,168350,3.0,0,17,8,1,25.0,3,8,0,7,3.0,4.0,3.0,3,3
642,49,0,2,2,14,4,1,1,1,2,6,1,62300,2.0,0,14,8,0,23.0,2,1,0,0,1.0,3.0,4.0,2,3
643,36,0,1,2,5,2,2,1,0,1,2,1,47170,1.0,0,19,8,1,12.0,3,11,0,7,3.0,2.0,2.0,3,3
644,48,0,2,1,1,4,1,1,0,2,2,2,132370,5.0,0,13,8,1,7.0,2,1,0,0,4.0,2.0,2.0,4,3
645,27,0,2,1,6,4,1,1,1,2,2,0,37550,1.0,0,19,8,0,5.0,2,5,0,3,1.0,3.0,3.0,3,3
646,29,0,2,2,17,4,3,1,1,1,2,0,65820,1.0,0,19,8,1,6.0,3,6,1,0,3.0,4.0,3.0,3,3
647,48,0,2,2,1,1,2,1,1,2,4,2,74060,6.0,0,14,8,2,25.0,2,1,0,0,4.0,4.0,4.0,3,3
649,34,0,2,2,9,4,3,1,0,2,2,1,27410,0.0,0,15,8,1,2.0,3,1,0,0,3.0,3.0,2.0,3,3
650,44,0,2,1,4,3,1,1,0,1,2,1,42620,7.0,0,18,8,0,26.0,2,22,3,10,2.0,2.0,3.0,3,3
651,33,0,2,1,8,2,1,1,0,2,6,0,161840,0.0,0,13,8,1,10.0,2,9,0,8,4.0,3.0,3.0,4,3
652,19,0,2,2,2,4,2,1,1,3,2,2,115570,1.0,0,22,8,0,1.0,0,1,0,1,2.0,4.0,3.0,3,4
653,23,0,2,2,2,3,3,1,1,3,2,1,18780,1.0,0,13,8,1,1.0,2,1,0,1,4.0,3.0,3.0,3,3
654,25,1,1,1,1,1,1,1,1,1,4,2,109320,1.0,0,11,8,1,1.0,3,1,1,0,3.0,4.0,3.0,3,3
655,26,0,2,0,9,3,1,1,1,2,6,2,68110,1.0,0,11,8,1,8.0,4,8,2,2,3.0,4.0,2.0,3,3
656,45,1,2,0,12,3,0,1,1,2,2,2,43060,2.0,0,11,8,2,26.0,3,24,1,11,1.0,2.0,3.0,3,3
657,55,0,0,1,27,3,1,1,0,2,3,0,48590,1.0,0,24,8,1,34.0,3,33,15,0,4.0,2.0,3.0,4,4
658,21,1,1,1,20,2,3,1,0,4,6,2,53370,1.0,0,14,8,1,2.0,2,2,2,2,1.0,3.0,1.0,3,3
659,46,0,2,1,1,4,1,1,1,1,4,1,23400,2.0,0,13,8,1,26.0,2,11,0,8,4.0,2.0,3.0,1,3
660,34,0,2,2,13,4,3,1,1,3,8,2,74910,0.0,0,14,8,1,4.0,3,3,0,2,3.0,1.0,3.0,2,3
661,51,0,1,1,14,3,1,1,1,2,5,0,105270,4.0,0,14,8,0,31.0,3,29,11,10,4.0,2.0,2.0,3,3
662,59,0,2,1,4,2,1,1,1,2,6,2,165950,6.0,0,21,8,1,25.0,2,9,5,4,4.0,4.0,2.0,3,4
663,34,0,1,2,14,4,3,1,0,3,6,0,88340,4.0,0,13,8,1,15.0,1,11,5,10,3.0,2.0,4.0,3,3
664,28,0,1,1,2,3,4,1,0,1,3,2,55770,0.0,0,19,8,0,5.0,3,4,0,2,4.0,3.0,2.0,3,3
665,44,0,2,1,3,4,1,1,1,2,6,0,47070,1.0,0,17,8,0,26.0,4,25,14,13,3.0,1.0,2.0,1,3
666,34,0,1,2,1,3,1,1,1,2,7,1,24000,4.0,0,18,8,1,14.0,3,10,1,8,3.0,2.0,4.0,3,3
667,35,0,2,1,9,3,1,1,1,4,0,1,98240,0.0,0,19,8,0,4.0,2,3,2,2,3.0,3.0,3.0,3,3
668,42,0,2,1,23,4,1,1,0,1,3,1,64470,6.0,0,13,8,0,18.0,3,1,0,0,2.0,2.0,3.0,3,3
669,43,0,2,1,7,2,3,1,0,1,2,2,195020,3.0,0,18,8,2,23.0,3,21,15,17,4.0,4.0,4.0,4,3
670,36,0,2,1,2,4,3,1,1,1,0,2,27250,9.0,0,21,8,1,18.0,4,16,5,12,3.0,2.0,3.0,2,4
671,44,1,2,1,21,4,1,1,0,2,2,1,62720,1.0,0,19,8,1,10.0,3,10,0,5,1.0,4.0,3.0,3,3
672,28,0,1,1,2,3,1,1,0,2,8,1,21270,1.0,0,14,8,0,2.0,3,2,2,2,4.0,4.0,3.0,3,3
673,51,0,1,2,21,4,3,1,1,2,6,2,182000,0.0,0,17,8,0,8.0,3,7,7,7,2.0,3.0,2.0,3,3
674,30,0,0,1,2,4,4,1,1,1,6,2,20960,7.0,0,11,8,3,10.0,2,8,1,7,3.0,3.0,3.0,3,3
675,29,1,2,1,29,4,5,1,0,1,8,0,28860,3.0,0,13,8,0,10.0,4,7,7,7,2.0,3.0,3.0,3,3
676,28,0,2,2,1,4,1,1,0,2,8,2,20330,2.0,0,15,8,1,5.0,5,3,1,2,4.0,1.0,2.0,3,3
677,25,0,2,1,18,2,1,1,1,1,6,2,36220,1.0,0,25,8,0,2.0,0,2,2,1,4.0,2.0,2.0,3,4
678,32,0,2,1,10,4,4,1,0,1,7,1,42330,1.0,0,11,8,0,10.0,5,10,0,8,3.0,4.0,4.0,3,3
680,39,0,2,2,29,1,2,1,0,1,2,0,54600,6.0,0,13,8,2,21.0,3,19,15,2,3.0,2.0,3.0,3,3
681,58,0,2,1,27,3,4,1,1,2,2,0,21870,1.0,0,18,8,1,2.0,1,2,2,2,1.0,3.0,3.0,1,3
682,32,1,2,1,5,3,5,1,0,1,7,1,96020,1.0,0,13,8,1,10.0,3,10,1,1,4.0,3.0,3.0,3,3
683,39,1,2,1,18,2,1,1,1,2,2,2,28360,0.0,0,20,8,0,6.0,3,5,0,3,3.0,1.0,3.0,2,4
684,30,0,2,2,9,1,2,1,1,4,5,1,40890,0.0,0,18,8,0,10.0,2,9,6,7,1.0,4.0,3.0,4,3
685,36,0,2,2,1,3,2,1,1,2,7,1,166270,3.0,0,12,8,0,10.0,5,7,1,7,4.0,3.0,3.0,2,3
686,46,0,2,2,4,3,3,1,1,1,6,2,26190,6.0,0,12,8,1,10.0,3,7,5,7,4.0,1.0,4.0,2,3
687,28,0,0,1,1,3,3,1,1,5,7,1,56790,0.0,0,13,8,0,10.0,2,9,7,5,3.0,4.0,3.0,2,3
688,50,0,2,1,20,2,3,1,0,5,2,1,154020,4.0,0,21,8,0,25.0,3,3,1,2,4.0,1.0,3.0,2,4
689,40,1,2,2,8,1,4,1,1,1,2,2,59850,2.0,0,13,8,3,9.0,1,5,1,0,4.0,2.0,3.0,2,3
690,52,1,2,1,3,2,5,1,1,3,2,2,25790,9.0,0,19,8,1,10.0,1,8,7,7,2.0,2.0,2.0,3,3
691,30,0,2,1,6,4,3,1,0,1,7,1,30410,1.0,0,11,8,1,9.0,2,9,0,8,2.0,1.0,3.0,2,3
692,39,0,2,1,26,1,3,1,1,2,0,2,34470,0.0,0,14,8,0,9.0,5,8,1,7,1.0,3.0,3.0,3,3
693,31,0,0,1,1,2,3,1,1,1,7,0,195130,1.0,0,12,8,1,10.0,1,10,9,6,4.0,3.0,2.0,2,3
694,41,0,0,2,6,3,1,1,0,1,5,2,27730,1.0,0,11,8,0,19.0,3,19,11,9,3.0,2.0,3.0,3,3
695,31,1,1,1,3,1,1,1,1,1,7,2,71040,1.0,0,14,8,1,3.0,3,3,2,2,4.0,2.0,4.0,3,3
696,44,1,2,2,5,3,1,1,1,1,2,1,63220,4.0,0,11,8,1,10.0,2,3,1,2,1.0,1.0,4.0,3,3
697,42,0,0,1,4,3,1,1,1,2,2,1,20830,0.0,0,12,8,2,21.0,3,20,2,10,3.0,3.0,2.0,2,3
698,55,0,2,2,11,3,5,1,1,2,4,1,83810,4.0,0,15,8,1,23.0,3,19,9,11,4.0,3.0,3.0,3,3
699,56,0,2,2,3,2,3,1,0,3,4,2,26910,6.0,0,16,8,1,36.0,6,7,7,7,4.0,2.0,3.0,3,3
700,40,0,0,1,1,1,1,1,1,1,2,0,42860,9.0,0,15,8,0,6.0,6,4,0,0,3.0,3.0,3.0,3,3
701,34,0,2,1,3,2,5,1,1,2,5,0,26590,0.0,0,24,8,3,10.0,2,9,1,6,4.0,4.0,2.0,3,4
702,40,0,2,2,4,3,3,1,1,2,7,2,94340,1.0,0,13,8,1,9.0,3,9,8,8,3.0,4.0,3.0,2,3
703,41,0,1,2,1,4,4,1,0,2,0,0,55610,0.0,0,11,8,0,10.0,2,9,1,7,3.0,1.0,3.0,2,3
704,35,0,1,2,1,2,5,1,1,2,3,2,66460,1.0,0,13,8,1,9.0,2,9,1,1,3.0,3.0,3.0,2,3
705,51,0,2,2,18,2,1,1,1,4,4,0,77250,1.0,0,13,8,1,33.0,2,33,0,10,3.0,2.0,3.0,3,3
706,38,0,2,2,2,4,1,1,0,1,6,0,107250,3.0,0,18,8,0,11.0,5,7,1,7,2.0,1.0,3.0,2,3
707,34,0,2,2,4,3,1,1,1,2,6,2,88470,1.0,0,16,8,0,10.0,3,10,9,6,3.0,1.0,4.0,4,3
708,25,0,2,1,6,2,3,1,0,4,6,1,20450,3.0,0,19,8,0,7.0,3,3,1,2,4.0,4.0,2.0,3,3
709,58,1,2,2,1,4,5,1,1,2,7,1,10090,7.0,0,13,8,2,31.0,3,10,5,9,3.0,1.0,2.0,4,3
710,40,0,2,1,14,4,3,1,0,1,6,1,33480,3.0,0,22,8,0,7.0,2,4,0,3,2.0,2.0,3.0,1,4
711,36,0,1,2,16,2,1,1,1,1,6,1,12810,2.0,0,11,8,0,17.0,2,15,6,13,1.0,1.0,2.0,3,3
712,48,0,2,1,2,1,1,1,1,2,6,2,28190,1.0,0,20,8,0,11.0,2,10,0,8,4.0,4.0,3.0,2,4
713,27,0,2,1,2,3,1,1,0,2,2,1,48510,8.0,0,18,8,0,5.0,2,1,0,0,3.0,4.0,3.0,3,3
714,51,0,2,1,4,1,3,1,0,3,4,2,40280,3.0,0,14,8,0,29.0,3,5,0,3,4.0,2.0,2.0,3,3
715,18,0,0,1,1,4,3,1,1,2,7,2,27200,1.0,0,22,8,1,0.0,2,0,0,0,4.0,4.0,4.0,3,4
716,35,0,2,1,1,4,4,1,0,2,5,1,81200,0.0,0,13,8,0,10.0,2,9,0,0,4.0,4.0,3.0,2,3
717,27,0,1,1,26,4,3,1,0,1,5,2,46470,3.0,0,17,8,0,8.0,3,6,0,0,4.0,4.0,3.0,4,3
718,55,1,2,1,19,3,5,1,1,1,1,2,46800,6.0,0,14,8,3,24.0,0,19,3,8,1.0,3.0,2.0,4,3
719,56,0,2,1,24,4,1,1,1,2,2,1,32210,4.0,0,15,8,2,33.0,2,19,15,9,4.0,2.0,3.0,3,3
720,34,0,0,2,1,2,1,1,1,2,6,0,86210,1.0,0,17,8,1,5.0,1,5,0,0,1.0,3.0,3.0,3,3
721,40,0,2,1,3,3,1,1,1,2,7,0,45770,5.0,0,11,8,1,15.0,3,12,11,8,2.0,3.0,3.0,2,3
722,34,0,2,1,5,3,1,1,1,1,6,1,45530,4.0,0,18,8,1,10.0,2,8,7,7,2.0,3.0,3.0,4,3
723,31,1,1,1,2,2,3,1,0,2,4,2,53960,7.0,0,17,8,1,3.0,2,1,0,0,3.0,4.0,4.0,1,3
724,35,1,1,1,1,2,3,1,1,1,4,1,67960,0.0,0,13,8,0,5.0,2,4,3,2,4.0,3.0,2.0,3,3
725,38,0,1,1,7,3,3,1,0,2,8,0,76250,1.0,0,15,8,0,4.0,2,4,0,3,4.0,3.0,3.0,2,3
726,34,0,2,1,10,4,4,1,0,2,2,2,74120,1.0,0,24,8,0,14.0,4,14,4,11,3.0,4.0,4.0,3,4
727,28,0,2,1,2,3,1,1,0,2,0,1,111590,1.0,0,12,8,0,5.0,2,5,0,4,3.0,1.0,3.0,3,3
728,31,1,2,1,15,2,1,1,1,2,7,1,49600,1.0,0,15,8,0,10.0,3,10,6,7,4.0,3.0,2.0,2,3
729,39,0,2,1,17,4,5,1,0,2,0,1,104750,3.0,0,11,8,1,8.0,3,5,1,4,1.0,4.0,4.0,3,3
730,51,0,1,1,20,3,3,1,1,2,7,1,148140,2.0,0,11,8,1,14.0,2,4,3,2,2.0,2.0,3.0,2,3
731,41,0,1,1,1,3,1,1,1,4,7,0,191410,3.0,0,12,8,1,12.0,2,6,3,3,4.0,4.0,2.0,3,3
732,37,0,2,1,2,2,3,1,0,1,0,1,54050,7.0,0,15,8,0,8.0,3,6,1,3,3.0,3.0,3.0,4,3
733,33,0,1,1,2,3,3,1,0,1,7,1,87930,6.0,0,17,8,0,8.0,2,5,1,2,2.0,4.0,4.0,3,3
734,32,0,2,1,1,4,3,1,1,5,5,1,191890,0.0,0,12,8,1,4.0,3,3,1,2,3.0,2.0,2.0,3,3
735,39,0,0,1,29,2,1,1,1,2,7,1,38750,3.0,0,15,8,0,13.0,3,6,0,5,3.0,3.0,3.0,3,3
737,52,0,1,1,2,1,1,1,1,2,7,1,117130,2.0,0,14,8,0,24.0,2,5,0,2,4.0,3.0,2.0,3,3
738,43,0,2,1,2,2,3,1,1,1,2,2,78610,1.0,0,14,8,2,20.0,1,20,1,8,1.0,3.0,1.0,3,3
739,27,0,2,1,2,4,1,1,1,1,1,1,37080,1.0,0,16,8,2,6.0,2,6,4,4,4.0,4.0,3.0,3,3
740,27,1,2,1,2,5,1,1,0,1,6,2,137700,1.0,0,18,8,1,8.0,3,8,7,7,4.0,3.0,3.0,4,3
741,26,0,2,1,2,2,4,1,1,3,2,2,53040,0.0,0,20,8,1,5.0,2,4,1,1,1.0,4.0,3.0,3,4
742,42,0,2,2,23,3,2,1,0,3,6,1,26420,0.0,0,13,8,1,21.0,3,20,0,9,3.0,1.0,3.0,3,3
743,52,0,2,1,5,2,1,1,0,1,0,1,27590,9.0,0,18,8,1,12.0,6,5,0,4,3.0,1.0,1.0,3,3
744,37,0,2,1,20,5,1,1,1,2,3,2,68040,4.0,0,13,8,1,8.0,1,3,0,2,1.0,3.0,3.0,3,3
745,35,0,1,1,6,4,3,1,0,2,5,2,61420,2.0,0,15,8,1,10.0,2,2,2,2,3.0,4.0,3.0,3,3
746,25,0,2,1,1,4,3,1,1,2,7,1,25000,4.0,0,14,8,2,7.0,2,3,0,2,1.0,4.0,2.0,1,3
747,26,0,2,1,29,4,1,1,1,1,6,2,63890,0.0,0,22,8,0,8.0,2,7,0,7,3.0,1.0,3.0,2,4
748,29,0,2,2,9,3,1,1,1,1,2,2,111030,1.0,0,12,8,0,10.0,5,10,0,9,2.0,1.0,2.0,2,3
749,49,1,1,2,6,5,3,1,0,2,0,2,23420,3.0,0,18,8,0,20.0,2,4,1,3,1.0,1.0,3.0,3,3
750,29,1,1,2,3,2,2,1,0,2,2,2,68110,0.0,0,15,8,1,9.0,2,8,7,7,3.0,4.0,3.0,3,3
751,54,0,2,2,1,3,3,1,0,2,3,2,22970,6.0,0,18,8,2,29.0,2,20,12,7,4.0,4.0,2.0,2,3
752,58,0,2,2,22,3,1,1,0,2,2,1,24500,3.0,0,12,8,1,32.0,2,9,1,5,4.0,1.0,3.0,3,3
753,55,0,2,1,7,3,1,1,0,3,6,0,50930,2.0,0,16,8,1,31.0,3,7,0,0,2.0,4.0,4.0,3,3
754,36,0,2,1,1,3,3,1,1,2,7,2,53090,3.0,0,13,8,0,15.0,5,5,0,1,1.0,2.0,3.0,3,3
755,31,1,1,2,4,3,1,1,1,2,3,2,30570,1.0,0,19,8,0,1.0,3,1,0,0,2.0,3.0,3.0,3,3
756,30,0,2,2,3,3,1,1,1,3,7,0,51210,7.0,0,13,8,0,8.0,4,3,0,2,4.0,1.0,3.0,3,3
757,31,0,2,1,1,3,3,1,1,1,2,2,168560,3.0,0,12,8,1,9.0,3,3,1,0,1.0,2.0,4.0,3,3
758,34,0,1,2,2,1,2,1,0,5,3,0,26860,5.0,0,11,8,0,10.0,3,4,1,3,4.0,1.0,3.0,4,3
759,31,1,2,2,20,3,5,1,1,1,6,2,61800,1.0,0,14,8,1,1.0,2,1,0,0,1.0,2.0,4.0,1,3
760,27,0,2,0,11,4,3,1,1,4,7,1,66320,0.0,0,16,8,0,6.0,3,5,1,4,2.0,1.0,4.0,3,3
761,36,0,2,2,1,3,2,1,1,2,6,2,35050,1.0,0,12,8,2,10.0,2,10,1,8,1.0,4.0,2.0,2,3
762,36,0,2,1,24,3,4,1,0,3,5,1,63970,4.0,0,14,8,1,11.0,3,3,0,2,3.0,1.0,2.0,3,3
763,47,0,2,1,23,4,1,1,0,2,7,1,62740,7.0,0,14,8,2,17.0,0,6,1,2,1.0,4.0,2.0,3,3
764,25,1,2,2,16,4,1,1,1,2,6,1,198590,3.0,0,19,8,0,6.0,3,3,2,2,1.0,1.0,3.0,2,3
765,37,0,0,2,8,4,3,1,1,1,0,2,75870,0.0,0,22,8,1,7.0,5,6,1,3,3.0,3.0,1.0,3,4
766,56,0,2,1,10,4,4,1,1,2,8,1,42580,2.0,0,16,8,0,5.0,2,3,1,0,1.0,1.0,4.0,3,3
767,47,0,2,1,3,2,3,1,1,2,2,1,43640,3.0,0,11,8,1,26.0,3,20,5,6,1.0,3.0,4.0,3,3
768,24,0,2,1,5,1,4,1,1,1,4,1,43350,1.0,0,15,8,1,5.0,5,5,0,3,4.0,3.0,3.0,3,3
769,32,0,2,2,4,3,2,1,1,1,6,1,53260,4.0,0,14,8,1,7.0,2,4,0,3,4.0,4.0,2.0,3,3
770,34,0,2,1,9,2,3,1,1,1,7,1,32800,5.0,0,13,8,0,7.0,3,5,0,2,4.0,2.0,2.0,3,3
771,41,0,2,1,26,3,3,1,0,3,7,1,54850,2.0,0,17,8,2,7.0,2,4,0,3,2.0,3.0,2.0,3,3
772,40,0,0,2,3,2,1,1,1,1,7,0,43420,3.0,0,11,8,1,11.0,6,8,0,7,3.0,3.0,4.0,2,3
773,31,0,2,1,16,3,3,1,1,2,1,0,27820,1.0,0,19,8,1,13.0,5,13,9,9,1.0,4.0,3.0,3,3
774,46,1,2,1,18,1,3,1,1,1,4,0,59800,4.0,0,11,8,1,28.0,2,7,4,3,1.0,4.0,4.0,3,3
775,39,1,0,1,2,4,3,1,1,2,4,2,43810,2.0,0,15,8,2,11.0,1,1,0,0,1.0,1.0,4.0,2,3
776,31,1,1,2,2,3,3,1,1,2,7,2,25720,1.0,0,13,8,3,10.0,3,10,4,7,3.0,2.0,3.0,3,3
777,45,0,2,2,10,2,2,1,1,1,7,0,38330,2.0,0,14,8,0,24.0,1,7,0,7,2.0,1.0,3.0,3,3
778,31,0,2,1,16,4,1,1,1,3,1,2,42440,9.0,0,13,8,0,8.0,3,3,0,2,4.0,2.0,3.0,3,3
779,31,1,1,1,7,4,1,1,1,1,2,1,65000,6.0,0,23,8,1,7.0,5,2,2,2,2.0,4.0,1.0,3,4
780,45,0,2,1,1,2,1,1,0,1,6,1,184300,4.0,0,12,8,1,10.0,5,3,1,2,2.0,4.0,4.0,3,3
781,48,0,2,1,24,3,5,1,1,2,6,0,16010,4.0,0,12,8,0,15.0,3,2,2,2,3.0,1.0,3.0,3,3
782,34,1,2,1,7,4,3,1,1,2,6,1,26940,1.0,0,16,8,1,2.0,3,2,2,2,1.0,3.0,3.0,3,3
783,40,0,0,1,25,4,4,1,0,1,7,0,31490,2.0,0,15,8,1,16.0,1,9,4,8,4.0,2.0,3.0,2,3
784,28,0,2,1,1,2,5,1,0,1,6,2,176390,0.0,0,13,8,1,6.0,0,5,1,3,4.0,1.0,3.0,3,3
785,44,0,0,1,5,3,1,1,1,1,2,2,23190,3.0,0,18,8,0,7.0,4,5,0,3,3.0,3.0,3.0,2,3
786,53,0,2,1,2,4,5,1,1,2,3,2,116910,4.0,0,20,8,0,35.0,2,9,8,8,4.0,2.0,2.0,3,4
787,49,0,2,1,7,3,1,1,1,3,2,1,53240,2.0,0,19,8,0,20.0,2,3,1,2,1.0,3.0,2.0,1,3
788,40,0,2,1,2,4,1,1,1,3,2,0,167520,2.0,0,18,8,1,8.0,3,3,1,2,3.0,3.0,4.0,3,3
789,44,0,2,1,5,1,4,1,1,3,6,2,52280,1.0,0,13,8,0,6.0,2,5,1,3,4.0,2.0,2.0,4,3
790,33,0,1,0,10,3,3,1,0,2,7,1,27000,0.0,0,14,8,3,5.0,2,4,0,3,4.0,1.0,3.0,3,3
791,34,0,2,1,10,4,1,1,0,1,8,2,192460,3.0,0,15,8,1,15.0,5,13,3,12,4.0,1.0,3.0,3,3
792,30,0,2,2,1,2,5,1,1,1,2,1,25060,8.0,0,22,8,0,4.0,3,2,2,2,4.0,3.0,2.0,3,4
793,42,0,1,1,8,4,3,1,0,1,7,2,60620,1.0,0,22,8,2,12.0,2,12,5,8,1.0,4.0,3.0,3,4
794,44,0,1,1,5,3,1,1,0,5,4,1,43820,7.0,0,16,8,2,11.0,2,1,0,0,1.0,3.0,2.0,3,3
795,30,0,0,1,8,3,1,1,1,1,4,0,21430,1.0,0,17,8,1,1.0,2,1,0,0,3.0,3.0,2.0,3,3
796,57,0,2,2,2,1,1,1,1,3,6,1,61620,0.0,0,14,8,0,13.0,5,12,2,8,2.0,3.0,2.0,2,3
797,49,0,2,1,7,3,5,1,0,2,7,0,50940,3.0,0,15,8,0,29.0,5,8,0,7,3.0,2.0,3.0,3,3
798,34,0,1,1,2,4,3,1,0,2,8,0,68770,7.0,0,20,8,0,16.0,3,14,6,9,2.0,1.0,2.0,3,4
799,28,1,1,1,2,3,3,1,1,1,6,1,22740,3.0,0,20,8,1,5.0,5,3,1,2,1.0,3.0,4.0,3,4
801,34,1,2,1,7,1,3,1,1,1,6,2,62880,0.0,0,15,8,1,16.0,2,15,10,10,1.0,2.0,4.0,3,3
802,35,0,2,2,7,4,4,1,0,4,0,1,25530,1.0,0,14,8,1,1.0,4,1,0,0,4.0,3.0,3.0,2,3
803,24,1,1,2,3,3,1,1,1,2,6,2,76540,2.0,0,17,8,1,4.0,3,0,0,0,2.0,1.0,2.0,2,3
804,24,0,0,1,10,3,1,1,0,2,3,1,51600,1.0,0,17,8,1,1.0,3,1,0,0,4.0,2.0,3.0,1,3
805,44,0,1,1,5,2,3,1,0,2,6,2,171590,5.0,0,22,8,1,16.0,1,2,2,2,2.0,3.0,2.0,2,4
806,29,0,2,2,10,2,1,1,0,1,7,0,128080,1.0,0,13,8,0,10.0,6,10,0,4,3.0,3.0,3.0,3,3
807,30,0,2,1,1,2,1,1,1,3,7,0,102210,0.0,0,19,8,1,6.0,2,5,1,3,3.0,3.0,4.0,3,3
808,55,0,2,2,20,3,2,1,1,2,6,1,47790,0.0,0,14,8,1,4.0,6,3,1,2,4.0,3.0,3.0,3,3
809,33,0,2,1,7,2,1,1,1,2,6,1,37370,8.0,0,22,8,2,8.0,2,5,0,2,1.0,2.0,3.0,3,4
810,47,0,2,1,8,4,3,1,0,2,8,1,23660,3.0,0,17,8,0,11.0,5,5,1,2,3.0,3.0,2.0,2,3
